produit	handle	rang	url	largeur	hauteur	texte_alternatif
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SMALL_CAN_d7dc5043-72d7-4e31-bd3c-2f465c7a481e.png?v=1782265332	1638	2048	Manchon à canette isotherme Lasclay en coton vert olive à pellicule réfléchissante enfilé sur une canette, languette d'attache et étiquette cousue, doublé d'isolant à la soie d'Amérique pour garder la boisson fraîche.
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	7	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/GROS_CUP_BEIGE.png?v=1782265389	1638	2048	Manchon isotherme à gobelet en coton beige sable à pellicule réfléchissante, doublure isolante à la soie d'asclépiade, étiquette Lasclay et sangle noire, tient un gobelet à couvercle et garde la boisson chaude ou froide.
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	8	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/GROSSE_CANNE_JAUNE_21c99548-57c8-4114-9c7c-3e91e3952f3f.png?v=1782265389	1638	2048	Manchon isotherme à canette en coton jaune moutarde à pellicule réfléchissante, doublé d'isolant à la soie d'asclépiade, étiquette Lasclay et sangle velcro, tient une canette et la garde froide plus longtemps.
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	9	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/GROSSE_CANNE_NOIR.png?v=1782265389	1638	2048	Manchon isotherme à canette en coton noir à pellicule réfléchissante, doublure isolante à la soie d'Amérique, étiquette Lasclay et boucle de transport, tient une canette et garde la boisson fraîche plus longtemps.
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	10	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/GROS_CUP_ROUGE.png?v=1782265389	1638	2048	Manchon isotherme à gobelet en coton rouge bourgogne à pellicule réfléchissante, doublé d'isolant à la soie d'asclépiade, étiquette Lasclay et sangle de transport, tient un gobelet à couvercle et maintient la température.
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	11	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/GROSSE_CANNE_ROSE.png?v=1782265389	1638	2048	Manchon isotherme à canette en coton rose poudré à pellicule réfléchissante, doublé d'isolant à la fibre d'asclépiade, étiquette Lasclay et sangle noire, tient une canette et conserve le froid plus longtemps.
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	12	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon-isolant-cafe-reutilisable.jpg?v=1782265332	1200	1600	Manchon vert isolant tenu à la main autour d'un gobelet de café glacé, accessoire réutilisable à la soie d'asclépiade pour garder la boisson au frais
Manchon isotherme pour boissons	manchon-isotherme-canettes-bouteilles	13	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/TALL_CAN.png?v=1782265333	1638	2048	Manchon isotherme vert kaki pour grande canette, dragonne Lasclay, isolé à la soie d'asclépiade pour garder la boisson froide
Manchon isotherme pour boissons IMPARFAIT	manchon-isotherme-pour-boissons-imparfait	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/SMALL_CAN_d7dc5043-72d7-4e31-bd3c-2f465c7a481e.png?v=1782265332	1638	2048	Manchon à canette isotherme Lasclay en coton vert olive à pellicule réfléchissante enfilé sur une canette, languette d'attache et étiquette cousue, doublé d'isolant à la soie d'Amérique pour garder la boisson fraîche.
Manchon isotherme pour boissons IMPARFAIT	manchon-isotherme-pour-boissons-imparfait	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/porte-canette-isolant-boisson-asclepiade.jpg?v=1782265332	816	1087	Paire de porte-canettes isothermes en coton, rembourrés de soie d'asclépiade et posés sur une table de bois en camping
Manchon isotherme pour boissons IMPARFAIT	manchon-isotherme-pour-boissons-imparfait	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon-boisson-asclepiade.jpg?v=1782265332	840	1120	Manchon isotherme pour canette et boissons en asclépiade Lasclay fixé à un sac à dos de plein air bleu avec un mousqueton
Manchon isotherme pour boissons IMPARFAIT	manchon-isotherme-pour-boissons-imparfait	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon-isolant-canette-asclepiade.jpg?v=1782265332	985	1313	Manchon vert isolant accroché à la ceinture avec une canette à l'intérieur, isolation naturelle en fibre d'asclépiade.
Manchon isotherme pour boissons IMPARFAIT	manchon-isotherme-pour-boissons-imparfait	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/gaine-isolante-boisson-asclepiade.jpg?v=1782265332	1094	1459	Gaine isolante d'asclépiade accrochée à la ceinture, contenant une canette, accessoire pour garder les boissons froides.
Manchon isotherme pour boissons IMPARFAIT	manchon-isotherme-pour-boissons-imparfait	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon-isolant-cafe-reutilisable.jpg?v=1782265332	1200	1600	Manchon vert isolant tenu à la main autour d'un gobelet de café glacé, accessoire réutilisable à la soie d'asclépiade pour garder la boisson au frais
Manchon isotherme pour boissons IMPARFAIT	manchon-isotherme-pour-boissons-imparfait	7	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/TALL_CAN.png?v=1782265333	1638	2048	Manchon isotherme vert kaki pour grande canette, dragonne Lasclay, isolé à la soie d'asclépiade pour garder la boisson froide
Manchon isotherme pour canettes minces	manchon-isolant-canettes-slim	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon_slim_jaune.png?v=1782265333	1262	1261	Manchon isotherme jaune Lasclay à la soie d'asclépiade enfilé sur une canette élancée, avec dragonne, pour garder la boisson fraîche
Manchon isotherme pour canettes minces	manchon-isolant-canettes-slim	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon_slim_noir.png?v=1782265334	1258	1258	Manchon isotherme noir Lasclay à la soie d'asclépiade enfilé sur une canette élancée, avec dragonne, pour garder la boisson fraîche
Manchon isotherme pour canettes minces	manchon-isolant-canettes-slim	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon_slim_vert.png?v=1782265333	1260	1260	Manchon isotherme vert Lasclay à la soie d'asclépiade enfilé sur une canette élancée, avec dragonne, pour garder la boisson fraîche
Manchon isotherme pour canettes minces	manchon-isolant-canettes-slim	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon_slim_rose.png?v=1782265333	1258	1257	Manchon isotherme rose Lasclay à la soie d'asclépiade enfilé sur une canette élancée, avec dragonne, pour garder la boisson fraîche
Manchon isotherme pour canettes minces	manchon-isolant-canettes-slim	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon_slim_2_contexte.png?v=1782265333	350	467	Personne assise dehors tenant une canette élancée glissée dans un manchon isotherme noir Lasclay à la soie d'asclépiade, avec dragonne au poignet
Manchon isotherme pour canettes minces	manchon-isolant-canettes-slim	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manchon_slim_rouge.png?v=1782265333	1268	1269	Manchon isotherme rouge Lasclay à la soie d'asclépiade enfilé sur une canette élancée, avec dragonne, pour garder la boisson fraîche
Manteau hivernal isolé à l'asclépiade	manteau-hiver-asclepiade-quebecoise	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Manteau_asclepiade_homme_pleinair.jpg?v=1779732125	1122	1402	Manteau d'hiver à capuchon noir pour homme, isolé à la soie d'asclépiade, chaud et léger comme alternative au duvet, isolant cultivé au Québec.
Manteau hivernal isolé à l'asclépiade	manteau-hiver-asclepiade-quebecoise	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manteau-parka-lasclay-asclepiade-Homme_11eba82e-5d09-4aeb-a372-0beee7952d2f.jpg?v=1782265332	1024	1536	Homme en manteau parka noir Lasclay isolé à la soie d'asclépiade, tuque grise et mitaines bordeaux, devant une tente en camping d'hiver
Manteau hivernal isolé à l'asclépiade	manteau-hiver-asclepiade-quebecoise	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Manteau_asclepiade_femme_pleinair.jpg?v=1779732189	1086	1449	Manteau de plein air pour femme noir à capuchon Lasclay, isolé à la soie d'asclépiade, vu de face sur fond gris.
Manteau hivernal isolé à l'asclépiade	manteau-hiver-asclepiade-quebecoise	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manteau-parka-lasclay-asclepiade-femme_46810fcd-ff3a-4bc3-a3b4-0d7fbe77140a.jpg?v=1782265332	1536	1024	Femme en manteau parka noir Lasclay isolé à la soie d'asclépiade, avec cache-cou gris et tuque, marchant sur un pont en hiver
Manteau hivernal isolé à l'asclépiade	manteau-hiver-asclepiade-quebecoise	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/manteau_asclepiade_Femme_Homme.jpg?v=1782265332	1446	1087	Homme et femme en manteaux parka noirs Lasclay isolés à la soie d'asclépiade, avec cache-cou, en forêt enneigée l'hiver
Manteau isolé à l'asclépiade	manteau-asclepiade	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0008-2_-_Etiquette_cath.jpg?v=1782265333	1570	2048	Manteau matelassé noir Lasclay à isolant amovible de soie d'asclépiade, fermeture éclair et logo papillon brodé, présenté à plat sur fond gris.
Manteau isolé à l'asclépiade	manteau-asclepiade	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0015-2.jpg?v=1782265334	1571	2048	Manteau matelassé noir Lasclay ouvert montrant le col polaire et l'isolant amovible à la soie d'asclépiade, à plat sur fond gris.
Manteau isolé à l'asclépiade	manteau-asclepiade	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0033-2.jpg?v=1782265333	1536	1025	Détail du col polaire et de l'étiquette de taille L du manteau matelassé noir Lasclay, isolant amovible à la soie d'asclépiade, logo papillon.
Manteau isolé à l'asclépiade	manteau-asclepiade	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0039-2.jpg?v=1782265333	1434	956	Gros plan d'un coussinet d'isolant amovible en soie d'asclépiade glissé dans la doublure matelassée noire du manteau Lasclay.
Manteau isolé à l'asclépiade	manteau-asclepiade	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0044-2_f5eb693d-4dac-42d2-ad22-a583dbf451ca.jpg?v=1782265334	1025	1536	Intérieur du manteau matelassé noir Lasclay montrant le col polaire, l'étiquette de composition et la pochette d'isolant amovible à la soie d'asclépiade.
Manteau isolé à l'asclépiade	manteau-asclepiade	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0019-2.jpg?v=1782265333	1536	1025	Gros plan du matelassage et de la fermeture du manteau noir Lasclay, panneau d'isolant amovible à la soie d'asclépiade.
Manteau isolé à l'asclépiade	manteau-asclepiade	7	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/V7A9969.jpg?v=1782265332	1000	667	Homme montrant les coussins amovibles d'asclépiade, sortant d'une pochette intérieure de la veste sans manche Lasclay
Manteau isolé à l'asclépiade	manteau-asclepiade	8	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/V7A1807.jpg?v=1748659036	2048	1366	Homme avec tuque sport et mains dans les poches d'un manteau d'hiver d'asclépiade Lasclay devant le Petit Séminaire de Québec
Manteau isolé à l'asclépiade	manteau-asclepiade	9	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/V7A1205.jpg?v=1782265332	600	600	Femme souriante portant un manteau matelassé noir isolé à l'asclépiade, un bandeau et un cache-cou gris marbré, devant un mur clair
Manteau isolé à l'asclépiade	manteau-asclepiade	10	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/V7A1597.jpg?v=1748659036	1266	1708	Homme en manteau matelassé noir et mitaines en molleton isolées à l'asclépiade, tuque Lasclay, dans un décor d'hiver
Manteau isolé à l'asclépiade	manteau-asclepiade	11	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/V7A1704.jpg?v=1782265333	900	601	Homme portant un manteau matelassé noir isolé à la soie d'asclépiade, main dans la poche, devant un mur de pierre ancien
Manteau isolé à l'asclépiade	manteau-asclepiade	12	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0052.jpg?v=1782265389	1025	1536	Coussinet d'isolant Lasclay en soie d'asclépiade, bande noire posée près de gousses et de soie d'asclépiade sur fond gris, montrant la fibre isolante.
Manteau isolé à l'asclépiade	manteau-asclepiade	13	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/IMG_0056.jpg?v=1782265333	1025	1536	Bande d'isolant Lasclay remplie de soie d'asclépiade à côté de gousses ouvertes et de graines, illustrant la fibre isolante végétale du Québec.
Mise à niveau mitaines	mise-a-niveau-mitaines	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Upgrade2020-2021.jpg?v=1782265451	2048	1477	Comparaison de deux mitaines noires isolées à l'asclépiade, ancien et nouveau modèle à paume renforcée, reliés par une flèche
Mitaine seule	mitaine-seule	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/lasclay-mitaines-05_217278f6-5f49-4fbc-80cb-d39ccac54a7a.png?v=1782265449	720	900	Mitaine noire Lasclay a paume de cuir presentee de profil, garnie de soie d'asclepiade
Mitaines (Pré-vente Décembre 2021)	mittens-mitaines-preorder-2021	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-00.png?v=1630850289	2048	2048	Paire de mitaines Lasclay noires empilées sur fond blanc, poignets à cordon, avec une jeune pousse d'asclépiade posée dessus, isolées à la soie d'asclépiade
Mitaines (Pré-vente Décembre 2021)	mittens-mitaines-preorder-2021	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-01.png?v=1630850289	2048	2048	Paire de mitaines Lasclay noires vues côté paume, renfort de cuir et poignets élastiqués reliés par un cordon à breloque papillon, isolées à la soie d'Amérique
Mitaines (Pré-vente Décembre 2021)	mittens-mitaines-preorder-2021	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-02.png?v=1630850289	2048	2048	Paire de mitaines Lasclay noires vues côté dessus, nylon lisse et poignets élastiqués reliés par un cordon à breloque papillon, étiquettes logo, isolées à la soie d'asclépiade
Mitaines (Pré-vente Décembre 2021)	mittens-mitaines-preorder-2021	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-03.png?v=1630850290	2048	2048	Mitaines Lasclay noires couchées de trois quarts, l'ouverture du poignet dévoilant la doublure polaire intérieure, breloque papillon, isolées à la soie du Québec
Mitaines (Pré-vente Décembre 2021)	mittens-mitaines-preorder-2021	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-04.png?v=1630850289	2048	2048	Une mitaine Lasclay noire couchée côté paume, renfort de cuir et pouce visibles, poignet élastiqué, isolée à la soie d'Amérique
Mitaines (Pré-vente Décembre 2021)	mittens-mitaines-preorder-2021	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-05.png?v=1630850290	2048	2048	Deux mitaines Lasclay noires croisées sur fond blanc, l'une côté paume avec renfort de cuir et l'autre côté dessus, poignets élastiqués, isolées à la soie d'asclépiade
Mitaines (Pré-vente Janvier 2022)	mittens-preorder-2022	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-00_174fce5a-6b91-4d88-b871-c709d033f288.png?v=1633782698	2048	2048	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires empilées, avec un brin vert d'asclépiade et sa gousse dressés derrière.
Mitaines (Pré-vente Janvier 2022)	mittens-preorder-2022	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-01_505ceec5-101a-4764-b167-d56fa67edf54.png?v=1633782698	2048	2048	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires à plat, paumes vers le haut, reliées par une petite attache papillon aux poignets.
Mitaines (Pré-vente Janvier 2022)	mittens-preorder-2022	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-02_6c9ef414-20e4-4103-8788-bfa848d71f64.png?v=1633782698	2048	2048	
Mitaines (Pré-vente Janvier 2022)	mittens-preorder-2022	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-03_9de9ff69-3872-4bbd-9195-045a37054f3c.png?v=1633782698	2048	2048	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires empilées, poignets ouverts vers l'avant laissant voir la doublure douce et l'étiquette.
Mitaines (Pré-vente Janvier 2022)	mittens-preorder-2022	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-04_61cae20d-161f-458e-a026-4847533c2c83.png?v=1633782698	2048	2048	Photo produit sur fond blanc d'une mitaine Lasclay noire vue de trois quarts, montrant le panneau de la paume et le poignet élastiqué.
Mitaines (Pré-vente Janvier 2022)	mittens-preorder-2022	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-05_6555be9c-aaeb-4971-8082-77083d408a90.png?v=1633782698	2048	2048	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires croisées l'une sur l'autre, montrant le dos et le poignet élastiqué.
Mitaines (Pré-vente janvier/février 2021)	mitaines-prevente-janvier-fevrier-2021	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-PREVENTE.png?v=1759430664	350	350	Mitaine Lasclay noire à poignet tricoté avec badge Prévente, entourée de feuilles et de gousses vertes d'asclépiade et d'une aigrette de soie du Québec, l'isolant naturel des mitaines
Mitaines (Pré-vente janvier/février 2021)	mitaines-prevente-janvier-fevrier-2021	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/shopify-crochet-upsell-prevente.png?v=1607261412	2000	2000	Mitaines Lasclay noires suspendues à une barre par une pince beige, avec la mention Crochet vendu séparément, mitaines isolées à la soie d'asclépiade
Mitaines (Pré-vente janvier/février 2021)	mitaines-prevente-janvier-fevrier-2021	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-1.png?v=1759434378	350	350	Paire de mitaines Lasclay noires présentées côté paume et côté dessus, poignets élastiqués, sur fond blanc, isolées à la soie d'Amérique
Mitaines (Pré-vente janvier/février 2021)	mitaines-prevente-janvier-fevrier-2021	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-2_53d883ef-4f57-4f44-b772-dd8c8a2ab21e.png?v=1607261412	3456	3456	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires dressées côte à côte, poignets repliés laissant voir la doublure douce et l'étiquette.
Mitaines (Pré-vente janvier/février 2021)	mitaines-prevente-janvier-fevrier-2021	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/MG_9417-Edit_038c62c3-3fe5-46fe-8baf-338729bf124f.jpg?v=1607261412	2048	2048	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires aux poignets repliés montrant la doublure matelassée et l'étiquette de la marque.
Mitaines (Vente avant Noël)	mitaines-prevente-noel-2020	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-4.png?v=1759434342	350	350	Mitaine Lasclay noire à poignet tricoté posée sur fond blanc, entourée de feuilles et de gousses vertes d'asclépiade et d'une aigrette de soie d'Amérique, l'isolant naturel qui garde les mains au chaud
Mitaines (Vente avant Noël)	mitaines-prevente-noel-2020	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-1_9e0ff29e-a76b-4d7d-a5b3-7e690f0334d7.png?v=1759434396	350	350	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires, vues recto et verso, avec poignets élastiqués, isolées à la soie d'asclépiade.
Mitaines (Vente avant Noël)	mitaines-prevente-noel-2020	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-2.png?v=1608059742	3456	3456	Paire de mitaines Lasclay noires sur fond blanc, poignet retroussé en molleton et étiquette Lasclay, isolées à la soie d'asclépiade pour garder les mains au chaud l'hiver
Mitaines (Vente avant Noël)	mitaines-prevente-noel-2020	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/MG_9417-Edit.jpg?v=1608059742	2048	2048	Paire de mitaines Lasclay noires à poignets matelassés en velours, étiquettes logo, posées l'une sur l'autre sur fond blanc, isolées à la soie d'asclépiade
Mitaines (Vente fin de saison 2022)	mitts-sale-2022	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-00_5c907377-6c50-4341-a727-445f451b3c7e.png?v=1644167121	2048	2048	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires empilées, avec un brin vert d'asclépiade et sa gousse dressés derrière.
Mitaines (Vente fin de saison 2022)	mitts-sale-2022	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-01_1da4e9d8-5128-43a3-aa59-9596dfb85b25.png?v=1644167121	2048	2048	Paire de mitaines Lasclay noires vue de face, patte de serrage centrale et petit logo papillon, isolées à la soie d'asclépiade
Mitaines (Vente fin de saison 2022)	mitts-sale-2022	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-02_f0c87fe3-422b-40c5-a30f-c8f0285b4c3a.png?v=1644167121	2048	2048	
Mitaines (Vente fin de saison 2022)	mitts-sale-2022	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-03_acfe1aaf-9f53-4252-97cc-b96a6a9205e7.png?v=1644167121	2048	2048	Mitaines Lasclay noires empilees, poignets elastiques et doublure polaire visible, garnies de soie d'Amerique
Mitaines (Vente fin de saison 2022)	mitts-sale-2022	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-04_886aca38-bb46-49bd-a066-651d62d640fc.png?v=1644167121	2048	2048	Mitaine Lasclay noire vue de trois quarts, pouce et renfort de paume visibles, isolant en soie du Quebec
Mitaines (Vente fin de saison 2022)	mitts-sale-2022	6	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/M2-Web-05_9a97744c-ce82-499d-a715-b801ff4f083c.png?v=1644167121	2048	2048	Deux mitaines Lasclay noires croisees, poignet elastique et renfort de paume, garnies de fibre d'asclepiade
Mitaines (Vente fin de saison Hiver 2021)	mitaines-vente-fin-de-saison-2021	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-4_cf35967a-1fac-438f-91e9-4d03c7e30e99.png?v=1759434321	350	350	Photo produit sur fond blanc d'une mitaine Lasclay noire mise en scène avec des feuilles vertes d'asclépiade, une gousse verte et un brin de soie.
Mitaines (Vente fin de saison Hiver 2021)	mitaines-vente-fin-de-saison-2021	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/shopify-crochet-upsell-prevente_788daad0-3cff-4222-9bb1-f36d3caf187d.png?v=1618834054	2000	2000	Paire de mitaines Lasclay noires suspendues à un crochet de bois au logo papillon sur une tringle, avec la mention crochet vendu séparément.
Mitaines (Vente fin de saison Hiver 2021)	mitaines-vente-fin-de-saison-2021	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-1_86c3d6a4-cba4-42b4-b6a1-67e7ff739528.png?v=1751794530	800	800	Paire de mitaines Lasclay noires en nylon uni vues côté paume et côté dessus, poignets élastiqués et étiquette logo, sur fond blanc, isolées à la soie du Québec
Mitaines (Vente fin de saison Hiver 2021)	mitaines-vente-fin-de-saison-2021	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/Shopify-Product-2_46793ece-3442-4b83-87a3-ca30d6bfbfb4.png?v=1759434359	350	350	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires à poignets repliés laissant voir la doublure, isolées à la soie d'asclépiade.
Mitaines (Vente fin de saison Hiver 2021)	mitaines-vente-fin-de-saison-2021	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/products/MG_9417-Edit_63a16aa0-ecec-49dc-b810-97439ecfba32.jpg?v=1618834054	2048	2048	Photo produit sur fond blanc d'une paire de mitaines Lasclay noires aux poignets repliés montrant la doublure matelassée et l'étiquette de la marque.
Mitaines d'hiver en laine et asclépiade (100% naturelles)	mitaines-hiver-laine-asclepiade-naturelles	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/mitaines_urbaines_kaki_asclepiade_laine.jpg?v=1782265331	1254	1254	Paire de mitaines urbaines en laine vert kaki doublées d'asclépiade, étiquette Lasclay, sur fond blanc.
Mitaines d'hiver en laine et asclépiade (100% naturelles)	mitaines-hiver-laine-asclepiade-naturelles	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/mitaines_urbaines_kaki_asclepiade_laine_kaki.jpg?v=1779824285	800	800	Gros plan sur la laine vert kaki des mitaines urbaines Lasclay, tissu doublé à la soie d'asclépiade
Mitaines d'hiver en laine et asclépiade (100% naturelles)	mitaines-hiver-laine-asclepiade-naturelles	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/mitaines_urbaines_kaki_asclepiade_laine_kaki_printemps.jpg?v=1782265331	1536	1024	Personne portant les mitaines urbaines vert kaki Lasclay doublées à la soie d'asclépiade, main glissée dans la poche d'un manteau en hiver
Mitaines de cuisine en asclépiade	milkweed-oven-mitts	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Mitaine_Manique_2.png?v=1706736548	2048	2560	Mitaines de cuisine en coton, isolées à la soie d'Amérique, pour manipuler les plats chauds en toute confiance.
Mitaines de cuisine en asclépiade	milkweed-oven-mitts	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Mitaine_Manique_38.png?v=1706736548	2048	3080	Mitaines de cuisine en coton, isolées à la soie du Québec, pour saisir les plats chauds sans vous brûler.
Mitaines de cuisine en asclépiade	milkweed-oven-mitts	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Mitaine_Manique_1.png?v=1706811706	2048	2560	Mitaines de cuisine en coton, isolées à la soie d'asclépiade, pour manipuler les plats chauds en toute confiance.
Mitaines de cuisine en asclépiade	milkweed-oven-mitts	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Mitaine_Manique_47.png?v=1706811706	2048	2560	Mitaines de cuisine en coton, isolées à la soie du Québec, pour manipuler les plats chauds en toute confiance.
Mitaines de cuisine en asclépiade	milkweed-oven-mitts	5	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/Mitaine_Manique_39.png?v=1706811706	2048	2560	Mitaines de cuisine en coton, isolées à la soie d'asclépiade, pour manipuler les plats chauds en toute confiance.
Mitaines hivernales en asclépiade, laine et cuir de mouton (100% naturelles)	mitaines-hiver-asclepiade-laine-cuir-naturel	1	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/mitaines-cuir-laine-asclepiade-naturel-quebec.jpg?v=1782265332	2048	1360	Mitaines d'hiver en cuir noir, doublées de laine et isolées à la soie d'asclépiade, poignet élastique, sur fond blanc.
Mitaines hivernales en asclépiade, laine et cuir de mouton (100% naturelles)	mitaines-hiver-asclepiade-laine-cuir-naturel	2	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/mitaines-cuir-laine-asclepiade-lasclay-canada.jpg?v=1779624125	2005	1331	Paire de mitaines en cuir noir doublées de laine et isolées à la soie d'asclépiade, étiquette Lasclay, doublure douce visible, sur fond blanc.
Mitaines hivernales en asclépiade, laine et cuir de mouton (100% naturelles)	mitaines-hiver-asclepiade-laine-cuir-naturel	3	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/mitaines-randonnee-hiver-cuir-asclepiade-lasclay.jpg?v=1782265331	1023	1537	En forêt enneigée au soleil, une personne porte des mitaines de cuir noir isolées à l'asclépiade et un cache-cou gris, bâtons de marche en main.
Mitaines hivernales en asclépiade, laine et cuir de mouton (100% naturelles)	mitaines-hiver-asclepiade-laine-cuir-naturel	4	https://cdn.shopify.com/s/files/1/0475/8932/7010/files/mitaines-qualite-asclepiade-lasclay-cuir-canada.jpg?v=1782265332	1537	1023	Gros plan d'une main gantée d'une mitaine de cuir noir isolée à l'asclépiade, agrippant un bâton, en forêt enneigée ensoleillée.
